Day,Weather,PricePerGlass,SignsMade,GlassesMade,GlassesSold,Profit,Assets,Storm,StreetCrewWorking,StreetCrewThirsty,WeatherFactor,ChanceOfRain,BaseDemand,SignBenefit,DemandMultiplier,AdjUnits,CostPerGlass,CostPerSign,Income,Expenses
6895,Hot,6,2,58,58,0.28000000000000025,-13706.020000000035,False,False,False,2.0,0,39.6,0.6321205588285577,3.2642411176571153,129,5,0.15,3.48,3.1999999999999997
6896,Sunny,9,3,121,57,-1.37,-13707.390000000036,False,False,False,1.0,0,32.4,0.7768698398515702,1.77686983985157,57,5,0.15,5.13,6.5
6897,Hot,8,7,144,137,2.710000000000001,-13704.680000000037,False,False,False,2.0,0,34.8,0.9698026165776815,3.939605233155363,137,5,0.15,10.96,8.25
6898,Sunny,12,1,85,0,-4.4,-13709.080000000036,False,True,False,0.1,0,20.833333333333332,0.3934693402873666,0.13934693402873666,0,5,0.15,0.0,4.4
6899,Sunny,8,3,134,61,-2.2700000000000005,-13711.350000000037,False,False,False,1.0,0,34.8,0.7768698398515702,1.77686983985157,61,5,0.15,4.88,7.15
6900,Cloudy,6,4,24,24,-0.3599999999999999,-13711.710000000037,False,False,False,0.5,50,39.6,0.8646647167633873,0.9323323583816936,36,5,0.15,1.44,1.7999999999999998
6901,Sunny,6,5,26,0,-2.05,-13713.760000000037,False,True,False,0.1,0,39.6,0.9179150013761012,0.19179150013761015,0,5,0.15,0.0,2.05
6902,Sunny,2,0,73,49,-2.67,-13716.430000000037,False,False,False,1.0,0,49.2,0.0,1.0,49,5,0.15,0.98,3.65
6903,Hot,1,9,29,29,-2.51,-13718.940000000037,False,False,False,2.0,0,51.6,0.9888910034617577,3.9777820069235155,205,5,0.15,0.29,2.8
6904,Sunny,7,6,40,0,-2.9,-13721.840000000037,False,True,False,0.1,0,37.2,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,2.9
6905,Hot,4,1,111,111,-1.2599999999999998,-13723.100000000037,False,False,False,2.0,0,44.4,0.3934693402873666,2.786938680574733,123,5,0.15,4.44,5.7
6906,Cloudy,10,9,55,17,-2.3999999999999995,-13725.500000000036,False,False,False,0.30000000000000004,70,30.0,0.9888910034617577,0.5966673010385274,17,5,0.15,1.7,4.1
6907,Cloudy,8,4,92,25,-3.1999999999999993,-13728.700000000037,False,False,False,0.4,60,34.8,0.8646647167633873,0.7458658867053549,25,5,0.15,2.0,5.199999999999999
6908,Hot,4,8,92,92,-2.1199999999999997,-13730.820000000038,False,False,False,2.0,0,44.4,0.9816843611112658,3.9633687222225316,175,5,0.15,3.68,5.8
6909,Sunny,0,7,26,26,-2.35,-13733.170000000038,False,False,False,1.0,0,54.0,0.9698026165776815,1.9698026165776814,106,5,0.15,0.0,2.35
6910,Sunny,4,3,143,78,-4.48,-13737.650000000038,False,False,False,1.0,0,44.4,0.7768698398515702,1.77686983985157,78,5,0.15,3.12,7.6000000000000005
6911,Sunny,4,8,149,87,-5.17,-13742.820000000038,False,False,False,1.0,0,44.4,0.9816843611112658,1.9816843611112658,87,5,0.15,3.48,8.65
6912,Sunny,2,5,131,0,-7.3,-13750.120000000037,False,True,False,0.1,0,49.2,0.9179150013761012,0.19179150013761015,0,5,0.15,0.0,7.3
6913,Sunny,10,9,37,0,-3.2,-13753.320000000038,False,True,False,0.1,0,30.0,0.9888910034617577,0.1988891003461758,0,5,0.15,0.0,3.2
6914,Sunny,0,1,28,28,-1.5499999999999998,-13754.870000000037,False,False,False,1.0,0,54.0,0.3934693402873666,1.3934693402873666,75,5,0.15,0.0,1.5499999999999998
6915,Cloudy,13,0,139,8,-5.91,-13760.780000000037,False,False,False,0.5,50,17.75147928994083,0.0,0.5,8,5,0.15,1.04,6.95
6916,Cloudy,4,3,83,23,-3.6800000000000006,-13764.460000000037,False,False,False,0.30000000000000004,70,44.4,0.7768698398515702,0.5330609519554711,23,5,0.15,0.92,4.6000000000000005
6917,Cloudy,0,2,40,40,-2.3,-13766.760000000037,False,False,False,0.6,40,54.0,0.6321205588285577,0.9792723352971345,52,5,0.15,0.0,2.3
6918,Sunny,4,1,42,42,-0.5700000000000001,-13767.330000000036,False,False,False,1.0,0,44.4,0.3934693402873666,1.3934693402873666,61,5,0.15,1.68,2.25
6919,Cloudy,8,4,121,0,-6.6499999999999995,-13773.980000000036,True,False,False,0.5,50,34.8,0.8646647167633873,0.9323323583816936,0,5,0.15,0.0,6.6499999999999995
6920,Sunny,12,6,74,40,0.20000000000000018,-13773.780000000035,False,False,False,1.0,0,20.833333333333332,0.950212931632136,1.950212931632136,40,5,0.15,4.8,4.6
6921,Sunny,2,4,122,91,-4.879999999999999,-13778.660000000034,False,False,False,1.0,0,49.2,0.8646647167633873,1.8646647167633872,91,5,0.15,1.82,6.699999999999999
6922,Sunny,10,5,52,52,1.85,-13776.810000000034,False,False,False,1.0,0,30.0,0.9179150013761012,1.9179150013761013,57,5,0.15,5.2,3.35
6923,Sunny,2,0,42,42,-1.2600000000000002,-13778.070000000034,False,False,False,1.0,0,49.2,0.0,1.0,49,5,0.15,0.84,2.1
6924,Sunny,7,9,86,73,-0.5399999999999991,-13778.610000000035,False,False,False,1.0,0,37.2,0.9888910034617577,1.9888910034617577,73,5,0.15,5.11,5.6499999999999995
6925,Sunny,13,7,39,34,1.42,-13777.190000000035,False,False,False,1.0,0,17.75147928994083,0.9698026165776815,1.9698026165776814,34,5,0.15,4.42,3.0
6926,Sunny,6,7,122,78,-2.4699999999999998,-13779.660000000034,False,False,False,1.0,0,39.6,0.9698026165776815,1.9698026165776814,78,5,0.15,4.68,7.1499999999999995
6927,Sunny,6,9,44,44,-0.9099999999999997,-13780.570000000034,False,False,True,1.0,0,39.6,0.9888910034617577,1.9888910034617577,78,5,0.15,2.64,3.55
6928,Hot,3,6,149,149,-3.88,-13784.450000000033,False,False,False,2.0,0,46.8,0.950212931632136,3.900425863264272,182,5,0.15,4.47,8.35
6929,Sunny,3,0,76,46,-2.42,-13786.870000000034,False,False,False,1.0,0,46.8,0.0,1.0,46,5,0.15,1.38,3.8
6930,Sunny,6,3,60,60,0.1499999999999999,-13786.720000000034,False,True,True,0.1,0,39.6,0.7768698398515702,0.17768698398515703,60,5,0.15,3.6,3.45
6931,Sunny,13,6,19,19,0.6200000000000003,-13786.100000000033,False,False,True,1.0,0,17.75147928994083,0.950212931632136,1.950212931632136,34,5,0.15,2.47,1.8499999999999999
6932,Sunny,7,0,89,0,-4.45,-13790.550000000034,False,True,False,0.1,0,37.2,0.0,0.1,0,5,0.15,0.0,4.45
6933,Sunny,1,5,124,0,-6.95,-13797.500000000035,False,True,False,0.1,0,51.6,0.9179150013761012,0.19179150013761015,0,5,0.15,0.0,6.95
6934,Sunny,10,1,56,41,1.15,-13796.350000000035,False,False,False,1.0,0,30.0,0.3934693402873666,1.3934693402873666,41,5,0.15,4.1,2.9499999999999997
6935,Sunny,2,7,70,70,-3.15,-13799.500000000035,False,False,True,1.0,0,49.2,0.9698026165776815,1.9698026165776814,96,5,0.15,1.4,4.55
6936,Hot,12,5,145,79,1.4800000000000004,-13798.020000000035,False,False,False,2.0,0,20.833333333333332,0.9179150013761012,3.8358300027522025,79,5,0.15,9.48,8.0
6937,Hot,13,8,95,70,3.1499999999999995,-13794.870000000035,False,False,False,2.0,0,17.75147928994083,0.9816843611112658,3.9633687222225316,70,5,0.15,9.1,5.95
6938,Sunny,1,5,125,98,-6.02,-13800.890000000036,False,False,False,1.0,0,51.6,0.9179150013761012,1.9179150013761013,98,5,0.15,0.98,7.0
6939,Sunny,9,3,14,14,0.1100000000000001,-13800.780000000035,False,False,False,1.0,0,32.4,0.7768698398515702,1.77686983985157,57,5,0.15,1.26,1.15
6940,Cloudy,6,5,21,0,-1.8,-13802.580000000034,True,False,False,0.30000000000000004,70,39.6,0.9179150013761012,0.5753745004128304,0,5,0.15,0.0,1.8
6941,Sunny,8,0,81,34,-1.3299999999999996,-13803.910000000034,False,False,False,1.0,0,34.8,0.0,1.0,34,5,0.15,2.72,4.05
6942,Sunny,9,3,128,57,-1.7200000000000006,-13805.630000000034,False,False,False,1.0,0,32.4,0.7768698398515702,1.77686983985157,57,5,0.15,5.13,6.8500000000000005
6943,Hot,1,0,40,40,-1.6,-13807.230000000034,False,False,False,2.0,0,51.6,0.0,2.0,103,5,0.15,0.4,2.0
6944,Sunny,9,7,25,25,-0.04999999999999982,-13807.280000000033,False,False,True,1.0,0,32.4,0.9698026165776815,1.9698026165776814,63,5,0.15,2.25,2.3
6945,Sunny,9,3,60,57,1.6799999999999997,-13805.600000000033,False,False,False,1.0,0,32.4,0.7768698398515702,1.77686983985157,57,5,0.15,5.13,3.45
6946,Sunny,11,7,67,0,-4.4,-13810.000000000033,False,True,False,0.1,0,24.793388429752067,0.9698026165776815,0.19698026165776816,0,5,0.15,0.0,4.4
6947,Sunny,1,0,111,51,-5.04,-13815.040000000034,False,False,False,1.0,0,51.6,0.0,1.0,51,5,0.15,0.51,5.55
6948,Sunny,5,6,96,81,-1.6499999999999995,-13816.690000000033,False,False,False,1.0,0,42.0,0.950212931632136,1.950212931632136,81,5,0.15,4.05,5.699999999999999
6949,Sunny,6,4,78,0,-4.5,-13821.190000000033,False,True,False,0.1,0,39.6,0.8646647167633873,0.18646647167633873,0,5,0.15,0.0,4.5
6950,Hot,7,9,92,92,0.4900000000000011,-13820.700000000033,False,False,False,2.0,0,37.2,0.9888910034617577,3.9777820069235155,147,5,0.15,6.44,5.949999999999999
6951,Sunny,10,4,38,0,-2.5,-13823.200000000033,False,True,False,0.1,0,30.0,0.8646647167633873,0.18646647167633873,0,5,0.15,0.0,2.5
6952,Sunny,12,3,67,0,-3.8,-13827.000000000033,False,True,False,0.1,0,20.833333333333332,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,3.8
6953,Cloudy,3,5,0,0,-0.75,-13827.750000000033,False,False,False,0.5,50,46.8,0.9179150013761012,0.9589575006880506,44,5,0.15,0.0,0.75
6954,Hot,2,9,27,27,-2.16,-13829.910000000033,False,False,False,2.0,0,49.2,0.9888910034617577,3.9777820069235155,195,5,0.15,0.54,2.7
6955,Sunny,9,2,18,18,0.42000000000000015,-13829.490000000033,False,False,False,1.0,0,32.4,0.6321205588285577,1.6321205588285577,52,5,0.15,1.62,1.2
6956,Hot,10,2,72,72,3.3000000000000003,-13826.190000000033,False,False,False,2.0,0,30.0,0.6321205588285577,3.2642411176571153,97,5,0.15,7.2,3.9
6957,Sunny,13,1,106,24,-2.33,-13828.520000000033,False,False,False,1.0,0,17.75147928994083,0.3934693402873666,1.3934693402873666,24,5,0.15,3.12,5.45
6958,Sunny,8,4,45,45,0.75,-13827.770000000033,False,False,False,1.0,0,34.8,0.8646647167633873,1.8646647167633872,64,5,0.15,3.6,2.85
6959,Sunny,12,9,57,41,0.7199999999999998,-13827.050000000034,False,False,False,1.0,0,20.833333333333332,0.9888910034617577,1.9888910034617577,41,5,0.15,4.92,4.2
6960,Sunny,13,9,85,35,-1.0499999999999998,-13828.100000000033,False,False,False,1.0,0,17.75147928994083,0.9888910034617577,1.9888910034617577,35,5,0.15,4.55,5.6
6961,Sunny,5,3,10,10,-0.44999999999999996,-13828.550000000034,False,False,False,1.0,0,42.0,0.7768698398515702,1.77686983985157,74,5,0.15,0.5,0.95
6962,Sunny,11,7,72,48,0.6299999999999999,-13827.920000000035,False,False,False,1.0,0,24.793388429752067,0.9698026165776815,1.9698026165776814,48,5,0.15,5.28,4.65
6963,Sunny,6,6,5,0,-1.15,-13829.070000000034,False,True,False,0.1,0,39.6,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,1.15
6964,Sunny,6,7,130,0,-7.55,-13836.620000000034,False,True,False,0.1,0,39.6,0.9698026165776815,0.19698026165776816,0,5,0.15,0.0,7.55
6965,Sunny,7,4,115,69,-1.5199999999999996,-13838.140000000034,False,False,False,1.0,0,37.2,0.8646647167633873,1.8646647167633872,69,5,0.15,4.83,6.35
6966,Sunny,1,9,117,102,-6.18,-13844.320000000034,False,False,False,1.0,0,51.6,0.9888910034617577,1.9888910034617577,102,5,0.15,1.02,7.199999999999999
6967,Sunny,3,1,120,65,-4.2,-13848.520000000035,False,False,False,1.0,0,46.8,0.3934693402873666,1.3934693402873666,65,5,0.15,1.95,6.15
6968,Sunny,3,5,65,65,-2.05,-13850.570000000034,False,True,True,0.1,0,46.8,0.9179150013761012,0.19179150013761015,65,5,0.15,1.95,4.0
6969,Cloudy,5,0,32,21,-0.55,-13851.120000000034,False,False,False,0.5,50,42.0,0.0,0.5,21,5,0.15,1.05,1.6
6970,Sunny,7,6,43,43,-0.040000000000000036,-13851.160000000034,False,False,False,1.0,0,37.2,0.950212931632136,1.950212931632136,72,5,0.15,3.01,3.05
6971,Hot,5,4,59,59,-0.6000000000000001,-13851.760000000035,False,False,False,2.0,0,42.0,0.8646647167633873,3.7293294335267744,156,5,0.15,2.95,3.5500000000000003
6972,Sunny,8,9,10,10,-1.0499999999999998,-13852.810000000034,False,False,False,1.0,0,34.8,0.9888910034617577,1.9888910034617577,69,5,0.15,0.8,1.8499999999999999
6973,Hot,4,9,23,23,-1.58,-13854.390000000034,False,False,False,2.0,0,44.4,0.9888910034617577,3.9777820069235155,176,5,0.15,0.92,2.5
6974,Hot,11,4,79,79,4.14,-13850.250000000035,False,False,False,2.0,0,24.793388429752067,0.8646647167633873,3.7293294335267744,92,5,0.15,8.69,4.55
6975,Sunny,12,7,45,41,1.62,-13848.630000000034,False,False,False,1.0,0,20.833333333333332,0.9698026165776815,1.9698026165776814,41,5,0.15,4.92,3.3
6976,Sunny,12,5,82,39,-0.16999999999999993,-13848.800000000034,False,False,False,1.0,0,20.833333333333332,0.9179150013761012,1.9179150013761013,39,5,0.15,4.68,4.85
6977,Sunny,4,1,35,35,-0.5,-13849.300000000034,False,False,False,1.0,0,44.4,0.3934693402873666,1.3934693402873666,61,5,0.15,1.4,1.9
6978,Sunny,7,3,9,9,-0.2699999999999999,-13849.570000000034,False,False,False,1.0,0,37.2,0.7768698398515702,1.77686983985157,66,5,0.15,0.63,0.8999999999999999
6979,Hot,4,1,91,91,-1.06,-13850.630000000034,False,False,False,2.0,0,44.4,0.3934693402873666,2.786938680574733,123,5,0.15,3.64,4.7
6980,Cloudy,13,0,62,7,-2.19,-13852.820000000034,False,False,False,0.4,60,17.75147928994083,0.0,0.4,7,5,0.15,0.91,3.1
6981,Hot,3,3,35,35,-1.1500000000000001,-13853.970000000034,False,False,False,2.0,0,46.8,0.7768698398515702,3.55373967970314,166,5,0.15,1.05,2.2
6982,Sunny,8,9,47,47,0.05999999999999961,-13853.910000000034,False,False,False,1.0,0,34.8,0.9888910034617577,1.9888910034617577,69,5,0.15,3.76,3.7
6983,Hot,8,9,53,53,0.2400000000000002,-13853.670000000035,False,False,False,2.0,0,34.8,0.9888910034617577,3.9777820069235155,138,5,0.15,4.24,4.0
6984,Cloudy,9,9,133,38,-4.58,-13858.250000000035,False,False,False,0.6,40,32.4,0.9888910034617577,1.1933346020770546,38,5,0.15,3.42,8.0
6985,Sunny,13,0,8,8,0.64,-13857.610000000035,False,False,False,1.0,0,17.75147928994083,0.0,1.0,17,5,0.15,1.04,0.4
6986,Sunny,3,9,14,0,-2.05,-13859.660000000034,False,True,False,0.1,0,46.8,0.9888910034617577,0.1988891003461758,0,5,0.15,0.0,2.05
6987,Sunny,6,3,67,67,0.21999999999999975,-13859.440000000035,False,False,True,1.0,0,39.6,0.7768698398515702,1.77686983985157,70,5,0.15,4.02,3.8
6988,Sunny,4,5,114,85,-3.0500000000000003,-13862.490000000034,False,False,False,1.0,0,44.4,0.9179150013761012,1.9179150013761013,85,5,0.15,3.4,6.45
6989,Sunny,9,4,100,60,-0.1999999999999993,-13862.690000000035,False,False,False,1.0,0,32.4,0.8646647167633873,1.8646647167633872,60,5,0.15,5.4,5.6
6990,Sunny,8,1,109,48,-1.7600000000000007,-13864.450000000035,False,False,False,1.0,0,34.8,0.3934693402873666,1.3934693402873666,48,5,0.15,3.84,5.6000000000000005
6991,Hot,11,5,18,18,0.33000000000000007,-13864.120000000035,False,False,False,2.0,0,24.793388429752067,0.9179150013761012,3.8358300027522025,95,5,0.15,1.98,1.65
6992,Hot,13,7,116,69,2.120000000000001,-13862.000000000035,False,False,False,2.0,0,17.75147928994083,0.9698026165776815,3.939605233155363,69,5,0.15,8.97,6.85
6993,Hot,4,9,55,55,-1.8999999999999995,-13863.900000000034,False,False,False,2.0,0,44.4,0.9888910034617577,3.9777820069235155,176,5,0.15,2.2,4.1
6994,Sunny,3,2,62,62,-1.5399999999999998,-13865.440000000035,False,False,False,1.0,0,46.8,0.6321205588285577,1.6321205588285577,76,5,0.15,1.86,3.4
6995,Cloudy,10,1,44,20,-0.3500000000000001,-13865.790000000035,False,False,False,0.5,50,30.0,0.3934693402873666,0.6967346701436833,20,5,0.15,2.0,2.35
6996,Sunny,12,4,106,38,-1.3399999999999999,-13867.130000000036,False,False,False,1.0,0,20.833333333333332,0.8646647167633873,1.8646647167633872,38,5,0.15,4.56,5.8999999999999995
6997,Sunny,7,6,123,72,-2.0100000000000007,-13869.140000000036,False,False,False,1.0,0,37.2,0.950212931632136,1.950212931632136,72,5,0.15,5.04,7.050000000000001
6998,Hot,5,5,35,35,-0.75,-13869.890000000036,False,False,False,2.0,0,42.0,0.9179150013761012,3.8358300027522025,161,5,0.15,1.75,2.5
6999,Sunny,0,1,143,0,-7.300000000000001,-13877.190000000035,False,True,False,0.1,0,54.0,0.3934693402873666,0.13934693402873666,0,5,0.15,0.0,7.300000000000001
7000,Sunny,3,5,88,88,-2.5100000000000002,-13879.700000000035,False,False,False,1.0,0,46.8,0.9179150013761012,1.9179150013761013,89,5,0.15,2.64,5.15
7001,Cloudy,10,4,103,0,-5.75,-13885.450000000035,True,False,False,0.5,50,30.0,0.8646647167633873,0.9323323583816936,0,5,0.15,0.0,5.75
7002,Sunny,12,1,15,15,0.9,-13884.550000000036,False,False,False,1.0,0,20.833333333333332,0.3934693402873666,1.3934693402873666,29,5,0.15,1.8,0.9
7003,Cloudy,9,6,72,25,-2.25,-13886.800000000036,False,False,False,0.4,60,32.4,0.950212931632136,0.7800851726528544,25,5,0.15,2.25,4.5
7004,Sunny,5,9,12,12,-1.3499999999999996,-13888.150000000036,False,False,False,1.0,0,42.0,0.9888910034617577,1.9888910034617577,83,5,0.15,0.6,1.9499999999999997
7005,Sunny,7,1,127,51,-2.93,-13891.080000000036,False,False,False,1.0,0,37.2,0.3934693402873666,1.3934693402873666,51,5,0.15,3.57,6.5
7006,Sunny,12,4,139,38,-2.99,-13894.070000000036,False,False,False,1.0,0,20.833333333333332,0.8646647167633873,1.8646647167633872,38,5,0.15,4.56,7.55
7007,Sunny,13,3,113,31,-2.0700000000000003,-13896.140000000036,False,False,False,1.0,0,17.75147928994083,0.7768698398515702,1.77686983985157,31,5,0.15,4.03,6.1000000000000005
7008,Sunny,2,5,34,34,-1.77,-13897.910000000036,False,False,True,1.0,0,49.2,0.9179150013761012,1.9179150013761013,94,5,0.15,0.68,2.45
7009,Hot,13,7,69,69,4.470000000000001,-13893.440000000037,False,False,False,2.0,0,17.75147928994083,0.9698026165776815,3.939605233155363,69,5,0.15,8.97,4.5
7010,Sunny,8,9,144,69,-3.030000000000001,-13896.470000000038,False,False,False,1.0,0,34.8,0.9888910034617577,1.9888910034617577,69,5,0.15,5.52,8.55
7011,Sunny,10,5,37,0,-2.6,-13899.070000000038,False,True,False,0.1,0,30.0,0.9179150013761012,0.19179150013761015,0,5,0.15,0.0,2.6
7012,Sunny,6,5,44,44,-0.31000000000000005,-13899.380000000037,False,False,False,1.0,0,39.6,0.9179150013761012,1.9179150013761013,75,5,0.15,2.64,2.95
7013,Sunny,3,9,40,40,-2.1499999999999995,-13901.530000000037,False,False,False,1.0,0,46.8,0.9888910034617577,1.9888910034617577,93,5,0.15,1.2,3.3499999999999996
7014,Cloudy,0,1,20,20,-1.15,-13902.680000000037,False,False,False,0.5,50,54.0,0.3934693402873666,0.6967346701436833,37,5,0.15,0.0,1.15
7015,Sunny,13,4,63,33,0.54,-13902.140000000036,False,False,False,1.0,0,17.75147928994083,0.8646647167633873,1.8646647167633872,33,5,0.15,4.29,3.75
7016,Cloudy,4,8,10,10,-1.2999999999999998,-13903.440000000035,False,False,False,0.7,30,44.4,0.9816843611112658,1.387179052777886,61,5,0.15,0.4,1.7
7017,Cloudy,9,6,133,37,-4.220000000000001,-13907.660000000034,False,False,False,0.6,40,32.4,0.950212931632136,1.1701277589792816,37,5,0.15,3.33,7.550000000000001
7018,Sunny,13,1,143,0,-7.300000000000001,-13914.960000000034,False,True,False,0.1,0,17.75147928994083,0.3934693402873666,0.13934693402873666,0,5,0.15,0.0,7.300000000000001
7019,Hot,2,9,43,43,-2.64,-13917.600000000033,False,False,False,2.0,0,49.2,0.9888910034617577,3.9777820069235155,195,5,0.15,0.86,3.5
7020,Sunny,5,3,89,0,-4.9,-13922.500000000033,False,True,False,0.1,0,42.0,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,4.9
7021,Sunny,8,9,115,0,-7.1,-13929.600000000033,False,True,False,0.1,0,34.8,0.9888910034617577,0.1988891003461758,0,5,0.15,0.0,7.1
7022,Cloudy,4,2,79,50,-2.25,-13931.850000000033,False,False,False,0.7,30,44.4,0.6321205588285577,1.1424843911799902,50,5,0.15,2.0,4.25
7023,Cloudy,9,7,117,0,-6.8999999999999995,-13938.750000000033,True,False,False,0.4,60,32.4,0.9698026165776815,0.7879210466310727,0,5,0.15,0.0,6.8999999999999995
7024,Sunny,7,4,73,69,0.5800000000000001,-13938.170000000033,False,False,False,1.0,0,37.2,0.8646647167633873,1.8646647167633872,69,5,0.15,4.83,4.25
7025,Sunny,2,8,27,27,-2.01,-13940.180000000033,False,False,False,1.0,0,49.2,0.9816843611112658,1.9816843611112658,97,5,0.15,0.54,2.55
7026,Sunny,0,5,123,103,-6.9,-13947.080000000033,False,False,False,1.0,0,54.0,0.9179150013761012,1.9179150013761013,103,5,0.15,0.0,6.9
7027,Sunny,12,8,6,6,-0.78,-13947.860000000033,False,False,False,1.0,0,20.833333333333332,0.9816843611112658,1.9816843611112658,41,5,0.15,0.72,1.5
7028,Sunny,13,5,30,30,1.65,-13946.210000000034,False,False,False,1.0,0,17.75147928994083,0.9179150013761012,1.9179150013761013,34,5,0.15,3.9,2.25
7029,Sunny,10,8,66,66,2.0999999999999996,-13944.110000000033,False,True,True,0.1,0,30.0,0.9816843611112658,0.19816843611112658,66,5,0.15,6.6,4.5
7030,Sunny,3,9,34,34,-2.03,-13946.140000000034,False,True,True,0.1,0,46.8,0.9888910034617577,0.1988891003461758,34,5,0.15,1.02,3.05
7031,Sunny,8,4,2,2,-0.5399999999999999,-13946.680000000035,False,False,True,1.0,0,34.8,0.8646647167633873,1.8646647167633872,64,5,0.15,0.16,0.7
7032,Sunny,11,6,9,9,-0.3599999999999999,-13947.040000000035,False,False,False,1.0,0,24.793388429752067,0.950212931632136,1.950212931632136,48,5,0.15,0.99,1.3499999999999999
7033,Sunny,4,4,144,82,-4.52,-13951.560000000036,False,False,False,1.0,0,44.4,0.8646647167633873,1.8646647167633872,82,5,0.15,3.28,7.8
7034,Hot,11,1,30,30,1.65,-13949.910000000036,False,False,False,2.0,0,24.793388429752067,0.3934693402873666,2.786938680574733,69,5,0.15,3.3,1.65
7035,Hot,1,9,141,141,-6.99,-13956.900000000036,False,False,False,2.0,0,51.6,0.9888910034617577,3.9777820069235155,205,5,0.15,1.41,8.4
7036,Sunny,8,0,85,34,-1.5299999999999998,-13958.430000000037,False,False,False,1.0,0,34.8,0.0,1.0,34,5,0.15,2.72,4.25
7037,Sunny,7,8,58,58,-0.040000000000000036,-13958.470000000038,False,False,False,1.0,0,37.2,0.9816843611112658,1.9816843611112658,73,5,0.15,4.06,4.1
7038,Sunny,2,1,87,68,-3.1399999999999997,-13961.610000000037,False,False,False,1.0,0,49.2,0.3934693402873666,1.3934693402873666,68,5,0.15,1.36,4.5
7039,Hot,0,9,6,6,-1.65,-13963.260000000037,False,False,False,2.0,0,54.0,0.9888910034617577,3.9777820069235155,214,5,0.15,0.0,1.65
7040,Cloudy,3,4,41,0,-2.65,-13965.910000000036,True,False,False,0.4,60,46.8,0.8646647167633873,0.7458658867053549,0,5,0.15,0.0,2.65
7041,Sunny,4,8,54,54,-1.7400000000000002,-13967.650000000036,False,False,False,1.0,0,44.4,0.9816843611112658,1.9816843611112658,87,5,0.15,2.16,3.9000000000000004
7042,Sunny,4,5,132,85,-3.9499999999999997,-13971.600000000037,False,False,True,1.0,0,44.4,0.9179150013761012,1.9179150013761013,85,5,0.15,3.4,7.35
7043,Hot,3,1,53,53,-1.2099999999999997,-13972.810000000036,False,False,False,2.0,0,46.8,0.3934693402873666,2.786938680574733,130,5,0.15,1.59,2.8
7044,Sunny,12,2,26,26,1.52,-13971.290000000035,False,False,False,1.0,0,20.833333333333332,0.6321205588285577,1.6321205588285577,34,5,0.15,3.12,1.6
7045,Sunny,4,9,120,88,-3.8299999999999996,-13975.120000000035,False,False,False,1.0,0,44.4,0.9888910034617577,1.9888910034617577,88,5,0.15,3.52,7.35
7046,Sunny,10,0,70,0,-3.5,-13978.620000000035,False,True,False,0.1,0,30.0,0.0,0.1,0,5,0.15,0.0,3.5
7047,Sunny,12,5,17,17,0.43999999999999995,-13978.180000000035,False,False,False,1.0,0,20.833333333333332,0.9179150013761012,1.9179150013761013,39,5,0.15,2.04,1.6
7048,Sunny,8,6,98,67,-0.4400000000000004,-13978.620000000035,False,False,False,1.0,0,34.8,0.950212931632136,1.950212931632136,67,5,0.15,5.36,5.800000000000001
7049,Hot,6,7,132,132,0.27000000000000046,-13978.350000000035,False,False,False,2.0,0,39.6,0.9698026165776815,3.939605233155363,156,5,0.15,7.92,7.6499999999999995
7050,Sunny,8,9,68,68,0.6900000000000004,-13977.660000000034,False,False,True,1.0,0,34.8,0.9888910034617577,1.9888910034617577,69,5,0.15,5.44,4.75
7051,Sunny,12,2,111,34,-1.7699999999999996,-13979.430000000035,False,False,False,1.0,0,20.833333333333332,0.6321205588285577,1.6321205588285577,34,5,0.15,4.08,5.85
7052,Sunny,3,0,118,46,-4.5200000000000005,-13983.950000000035,False,False,False,1.0,0,46.8,0.0,1.0,46,5,0.15,1.38,5.9
7053,Hot,4,5,44,44,-1.1900000000000002,-13985.140000000036,False,False,False,2.0,0,44.4,0.9179150013761012,3.8358300027522025,170,5,0.15,1.76,2.95
7054,Sunny,4,0,63,44,-1.39,-13986.530000000035,False,False,False,1.0,0,44.4,0.0,1.0,44,5,0.15,1.76,3.15
7055,Sunny,5,2,51,51,-0.2999999999999998,-13986.830000000034,False,False,False,1.0,0,42.0,0.6321205588285577,1.6321205588285577,68,5,0.15,2.55,2.8499999999999996
7056,Sunny,12,5,148,39,-3.4700000000000006,-13990.300000000034,False,False,False,1.0,0,20.833333333333332,0.9179150013761012,1.9179150013761013,39,5,0.15,4.68,8.15
7057,Sunny,6,7,121,0,-7.1,-13997.400000000034,False,True,False,0.1,0,39.6,0.9698026165776815,0.19698026165776816,0,5,0.15,0.0,7.1
7058,Hot,11,9,54,54,1.8900000000000006,-13995.510000000035,False,False,False,2.0,0,24.793388429752067,0.9888910034617577,3.9777820069235155,98,5,0.15,5.94,4.05
7059,Cloudy,0,8,25,25,-2.45,-13997.960000000036,False,False,False,0.7,30,54.0,0.9816843611112658,1.387179052777886,74,5,0.15,0.0,2.45
7060,Sunny,5,3,149,74,-4.2,-14002.160000000036,False,False,False,1.0,0,42.0,0.7768698398515702,1.77686983985157,74,5,0.15,3.7,7.9
