Day,Weather,PricePerGlass,SignsMade,GlassesMade,GlassesSold,Profit,Assets,Storm,StreetCrewWorking,StreetCrewThirsty,WeatherFactor,MarketingFactor,DemandMultiplier,AdjDemand,ChanceOfRain,BaseDemand,CostPerGlass,CostPerSign,Income,Expenses
7122,Sunny,11,2,59,40,1.1500000000000004,2115.2899999999945,False,False,True,1.0,1.6321205588285577,1.6321205588285577,40,0,24.793388429752067,5,0.15,4.4,3.25
7123,Cloudy,9,0,19,12,0.13000000000000012,2115.4199999999946,False,False,False,0.4,1.0,0.4,12,60,32.4,5,0.15,1.08,0.95
7124,Sunny,10,4,57,55,2.05,2117.469999999995,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,5.5,3.45
7125,Sunny,11,3,58,44,1.4900000000000002,2118.9599999999946,False,False,False,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.84,3.3499999999999996
7126,Sunny,7,1,52,0,-2.75,2116.2099999999946,False,True,False,0.1,1.3934693402873666,0.13934693402873666,0,0,37.2,5,0.15,0.0,2.75
7127,Sunny,7,2,49,49,0.6800000000000002,2116.8899999999944,False,False,False,1.0,1.6321205588285577,1.6321205588285577,60,0,37.2,5,0.15,3.43,2.75
7128,Sunny,10,3,49,49,2.0,2118.8899999999944,False,False,False,1.0,1.77686983985157,1.77686983985157,53,0,30.0,5,0.15,4.9,2.9000000000000004
7129,Sunny,9,0,51,32,0.33000000000000007,2119.2199999999943,False,False,True,1.0,1.0,1.0,32,0,32.4,5,0.15,2.88,2.55
7130,Hot,13,0,71,35,1.0,2120.2199999999943,False,False,False,2.0,1.0,2.0,35,0,17.75147928994083,5,0.15,4.55,3.55
7131,Sunny,8,3,52,52,1.1100000000000003,2121.3299999999945,False,True,True,0.1,1.77686983985157,0.17768698398515703,52,0,34.8,5,0.15,4.16,3.05
7132,Cloudy,7,1,15,15,0.15000000000000002,2121.4799999999946,False,False,False,0.4,1.3934693402873666,0.5573877361149466,20,60,37.2,5,0.15,1.05,0.9
7133,Sunny,7,1,56,51,0.6200000000000001,2122.0999999999945,False,False,True,1.0,1.3934693402873666,1.3934693402873666,51,0,37.2,5,0.15,3.57,2.9499999999999997
7134,Sunny,7,4,53,53,0.45999999999999996,2122.5599999999945,False,False,False,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,3.71,3.25
7135,Hot,6,2,136,129,0.6400000000000006,2123.1999999999944,False,False,False,2.0,1.6321205588285577,3.2642411176571153,129,0,39.6,5,0.15,7.74,7.1
7136,Sunny,8,4,41,0,-2.65,2120.5499999999943,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,34.8,5,0.15,0.0,2.65
7137,Sunny,11,0,47,24,0.29000000000000004,2120.8399999999942,False,False,False,1.0,1.0,1.0,24,0,24.793388429752067,5,0.15,2.64,2.35
7138,Sunny,6,4,57,57,-0.03000000000000025,2120.809999999994,False,False,True,1.0,1.8646647167633872,1.8646647167633872,73,0,39.6,5,0.15,3.42,3.45
7139,Sunny,6,4,47,47,-0.13000000000000034,2120.679999999994,False,False,False,1.0,1.8646647167633872,1.8646647167633872,73,0,39.6,5,0.15,2.82,2.95
7140,Sunny,6,0,44,39,0.13999999999999968,2120.819999999994,False,False,True,1.0,1.0,1.0,39,0,39.6,5,0.15,2.34,2.2
7141,Hot,14,5,138,58,0.46999999999999886,2121.2899999999936,False,False,False,2.0,1.9179150013761013,3.8358300027522025,58,0,15.306122448979592,5,0.15,8.12,7.65
7142,Sunny,7,1,49,49,0.8300000000000001,2122.1199999999935,False,True,True,0.1,1.3934693402873666,0.13934693402873666,49,0,37.2,5,0.15,3.43,2.6
7143,Sunny,8,4,42,42,0.6599999999999997,2122.7799999999934,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,3.36,2.7
7144,Sunny,7,5,57,57,0.3900000000000001,2123.1699999999933,False,False,False,1.0,1.9179150013761013,1.9179150013761013,71,0,37.2,5,0.15,3.99,3.6
7145,Cloudy,9,2,60,15,-1.9499999999999997,2121.2199999999934,False,False,False,0.30000000000000004,1.6321205588285577,0.4896361676485674,15,70,32.4,5,0.15,1.35,3.3
7146,Sunny,10,4,44,44,1.6,2122.8199999999933,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,4.4,2.8000000000000003
7147,Sunny,8,4,50,50,0.8999999999999999,2123.7199999999934,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,4.0,3.1
7148,Cloudy,6,3,34,0,-2.15,2121.5699999999933,True,False,False,0.7,1.77686983985157,1.243808887896099,0,30,39.6,5,0.15,0.0,2.15
7149,Sunny,10,3,45,45,1.7999999999999998,2123.3699999999935,False,False,False,1.0,1.77686983985157,1.77686983985157,53,0,30.0,5,0.15,4.5,2.7
7150,Cloudy,8,2,50,34,-0.07999999999999963,2123.2899999999936,False,False,False,0.6,1.6321205588285577,0.9792723352971345,34,40,34.8,5,0.15,2.72,2.8
7151,Sunny,9,4,54,54,1.56,2124.8499999999935,False,False,False,1.0,1.8646647167633872,1.8646647167633872,60,0,32.4,5,0.15,4.86,3.3000000000000003
7152,Sunny,8,4,59,59,1.1699999999999995,2126.0199999999936,False,False,True,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,4.72,3.5500000000000003
7153,Hot,10,3,132,106,3.55,2129.569999999994,False,False,False,2.0,1.77686983985157,3.55373967970314,106,0,30.0,5,0.15,10.6,7.05
7154,Sunny,10,1,55,41,1.1999999999999997,2130.7699999999936,False,False,False,1.0,1.3934693402873666,1.3934693402873666,41,0,30.0,5,0.15,4.1,2.9
7155,Hot,10,3,122,106,4.05,2134.819999999994,False,False,False,2.0,1.77686983985157,3.55373967970314,106,0,30.0,5,0.15,10.6,6.55
7156,Hot,10,2,100,97,4.3999999999999995,2139.219999999994,False,False,False,2.0,1.6321205588285577,3.2642411176571153,97,0,30.0,5,0.15,9.7,5.3
7157,Cloudy,8,1,32,32,0.81,2140.029999999994,False,False,False,0.7,1.3934693402873666,0.9754285382011565,33,30,34.8,5,0.15,2.56,1.75
7158,Sunny,7,4,44,44,0.2799999999999998,2140.309999999994,False,False,False,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,3.08,2.8000000000000003
7159,Sunny,6,5,51,51,-0.23999999999999977,2140.0699999999943,False,True,True,0.1,1.9179150013761013,0.19179150013761015,51,0,39.6,5,0.15,3.06,3.3
7160,Sunny,11,1,41,34,1.5400000000000005,2141.609999999994,False,False,False,1.0,1.3934693402873666,1.3934693402873666,34,0,24.793388429752067,5,0.15,3.74,2.1999999999999997
7161,Sunny,9,5,51,51,1.29,2142.899999999994,False,False,False,1.0,1.9179150013761013,1.9179150013761013,62,0,32.4,5,0.15,4.59,3.3
7162,Hot,12,0,90,41,0.41999999999999993,2143.3199999999943,False,False,False,2.0,1.0,2.0,41,0,20.833333333333332,5,0.15,4.92,4.5
7163,Sunny,8,4,51,51,0.9300000000000002,2144.249999999994,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,4.08,3.15
7164,Sunny,8,2,43,43,0.9900000000000002,2145.239999999994,False,False,False,1.0,1.6321205588285577,1.6321205588285577,56,0,34.8,5,0.15,3.44,2.4499999999999997
7165,Sunny,8,0,53,34,0.07000000000000028,2145.309999999994,False,False,False,1.0,1.0,1.0,34,0,34.8,5,0.15,2.72,2.65
7166,Sunny,10,2,54,0,-3.0,2142.309999999994,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,30.0,5,0.15,0.0,3.0
7167,Hot,10,7,159,118,2.8000000000000007,2145.109999999994,False,False,False,2.0,1.9698026165776814,3.939605233155363,118,0,30.0,5,0.15,11.8,9.0
7168,Sunny,9,1,42,42,1.5299999999999998,2146.6399999999944,False,False,True,1.0,1.3934693402873666,1.3934693402873666,45,0,32.4,5,0.15,3.78,2.25
7169,Sunny,9,1,47,45,1.5499999999999998,2148.1899999999946,False,False,False,1.0,1.3934693402873666,1.3934693402873666,45,0,32.4,5,0.15,4.05,2.5
7170,Hot,6,3,145,140,0.7000000000000002,2148.8899999999944,False,False,False,2.0,1.77686983985157,3.55373967970314,140,0,39.6,5,0.15,8.4,7.7
7171,Hot,7,7,154,146,1.4700000000000006,2150.359999999994,False,False,False,2.0,1.9698026165776814,3.939605233155363,146,0,37.2,5,0.15,10.22,8.75
7172,Sunny,11,2,45,40,1.8500000000000005,2152.209999999994,False,False,True,1.0,1.6321205588285577,1.6321205588285577,40,0,24.793388429752067,5,0.15,4.4,2.55
7173,Cloudy,8,2,59,28,-1.0099999999999998,2151.199999999994,False,False,False,0.5,1.6321205588285577,0.8160602794142788,28,50,34.8,5,0.15,2.24,3.25
7174,Cloudy,9,0,22,0,-1.1,2150.099999999994,True,False,False,0.6,1.0,0.6,0,40,32.4,5,0.15,0.0,1.1
7175,Sunny,6,2,57,0,-3.15,2146.949999999994,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,39.6,5,0.15,0.0,3.15
7176,Sunny,8,0,40,34,0.7200000000000002,2147.6699999999937,False,False,True,1.0,1.0,1.0,34,0,34.8,5,0.15,2.72,2.0
7177,Hot,14,6,94,59,2.66,2150.3299999999936,False,False,False,2.0,1.950212931632136,3.900425863264272,59,0,15.306122448979592,5,0.15,8.26,5.6
7178,Sunny,10,3,46,46,1.8499999999999996,2152.1799999999935,False,False,False,1.0,1.77686983985157,1.77686983985157,53,0,30.0,5,0.15,4.6,2.75
7179,Sunny,8,3,57,57,1.2599999999999998,2153.4399999999937,False,False,False,1.0,1.77686983985157,1.77686983985157,61,0,34.8,5,0.15,4.56,3.3
7180,Sunny,8,1,52,48,1.0899999999999999,2154.529999999994,False,False,False,1.0,1.3934693402873666,1.3934693402873666,48,0,34.8,5,0.15,3.84,2.75
7181,Cloudy,8,3,45,0,-2.7,2151.829999999994,True,False,False,0.7,1.77686983985157,1.243808887896099,0,30,34.8,5,0.15,0.0,2.7
7182,Sunny,8,3,49,49,1.0199999999999996,2152.849999999994,False,False,False,1.0,1.77686983985157,1.77686983985157,61,0,34.8,5,0.15,3.92,2.9000000000000004
7183,Hot,9,5,60,60,1.6500000000000004,2154.499999999994,False,False,False,2.0,1.9179150013761013,3.8358300027522025,124,0,32.4,5,0.15,5.4,3.75
7184,Hot,7,3,71,71,0.9699999999999998,2155.469999999994,False,False,False,2.0,1.77686983985157,3.55373967970314,132,0,37.2,5,0.15,4.97,4.0
7185,Sunny,9,1,54,45,1.1999999999999997,2156.6699999999937,False,False,False,1.0,1.3934693402873666,1.3934693402873666,45,0,32.4,5,0.15,4.05,2.85
7186,Cloudy,9,2,25,0,-1.55,2155.1199999999935,True,False,False,0.30000000000000004,1.6321205588285577,0.4896361676485674,0,70,32.4,5,0.15,0.0,1.55
7187,Sunny,6,5,51,51,-0.23999999999999977,2154.8799999999937,False,False,True,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,3.06,3.3
7188,Sunny,9,4,53,53,1.5199999999999996,2156.3999999999937,False,False,False,1.0,1.8646647167633872,1.8646647167633872,60,0,32.4,5,0.15,4.77,3.25
7189,Sunny,9,5,59,59,1.6099999999999994,2158.009999999994,False,False,False,1.0,1.9179150013761013,1.9179150013761013,62,0,32.4,5,0.15,5.31,3.7
7190,Cloudy,6,1,5,0,-0.4,2157.6099999999938,True,False,False,0.30000000000000004,1.3934693402873666,0.41804080208621003,0,70,39.6,5,0.15,0.0,0.4
7191,Hot,10,1,78,78,3.75,2161.3599999999938,False,False,False,2.0,1.3934693402873666,2.786938680574733,83,0,30.0,5,0.15,7.8,4.05
7192,Sunny,8,0,42,34,0.6200000000000001,2161.9799999999937,False,False,False,1.0,1.0,1.0,34,0,34.8,5,0.15,2.72,2.1
7193,Sunny,9,2,48,48,1.6200000000000006,2163.5999999999935,False,False,False,1.0,1.6321205588285577,1.6321205588285577,52,0,32.4,5,0.15,4.32,2.6999999999999997
7194,Hot,8,4,93,93,2.1900000000000004,2165.7899999999936,False,False,False,2.0,1.8646647167633872,3.7293294335267744,129,0,34.8,5,0.15,7.44,5.25
7195,Cloudy,7,3,62,33,-1.2399999999999998,2164.549999999994,False,False,False,0.5,1.77686983985157,0.888434919925785,33,50,37.2,5,0.15,2.31,3.55
7196,Cloudy,9,2,25,25,0.7,2165.2499999999936,False,False,False,0.5,1.6321205588285577,0.8160602794142788,26,50,32.4,5,0.15,2.25,1.55
7197,Sunny,11,1,47,34,1.2400000000000002,2166.4899999999934,False,False,False,1.0,1.3934693402873666,1.3934693402873666,34,0,24.793388429752067,5,0.15,3.74,2.5
7198,Cloudy,9,3,72,0,-4.05,2162.4399999999932,True,False,False,0.30000000000000004,1.77686983985157,0.5330609519554711,0,70,32.4,5,0.15,0.0,4.05
7199,Cloudy,9,3,61,0,-3.5,2158.9399999999932,True,False,False,0.6,1.77686983985157,1.066121903910942,0,40,32.4,5,0.15,0.0,3.5
7200,Sunny,9,2,57,52,1.5299999999999998,2160.4699999999934,False,False,True,1.0,1.6321205588285577,1.6321205588285577,52,0,32.4,5,0.15,4.68,3.15
7201,Sunny,10,1,48,41,1.5499999999999998,2162.0199999999936,False,False,False,1.0,1.3934693402873666,1.3934693402873666,41,0,30.0,5,0.15,4.1,2.55
7202,Sunny,6,5,41,41,-0.33999999999999986,2161.6799999999935,False,False,False,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,2.46,2.8
7203,Sunny,11,0,59,24,-0.31000000000000005,2161.3699999999935,False,False,False,1.0,1.0,1.0,24,0,24.793388429752067,5,0.15,2.64,2.95
7204,Cloudy,9,0,35,22,0.22999999999999998,2161.5999999999935,False,False,False,0.7,1.0,0.7,22,30,32.4,5,0.15,1.98,1.75
7205,Hot,10,6,150,117,3.299999999999999,2164.8999999999937,False,False,False,2.0,1.950212931632136,3.900425863264272,117,0,30.0,5,0.15,11.7,8.4
7206,Sunny,7,5,46,46,0.17000000000000037,2165.069999999994,False,False,False,1.0,1.9179150013761013,1.9179150013761013,71,0,37.2,5,0.15,3.22,3.05
7207,Hot,14,6,77,59,3.51,2168.579999999994,False,False,False,2.0,1.950212931632136,3.900425863264272,59,0,15.306122448979592,5,0.15,8.26,4.75
7208,Sunny,7,2,56,56,0.8200000000000003,2169.399999999994,False,False,False,1.0,1.6321205588285577,1.6321205588285577,60,0,37.2,5,0.15,3.92,3.0999999999999996
7209,Sunny,11,2,48,48,2.5800000000000005,2171.979999999994,False,True,True,0.1,1.6321205588285577,0.16321205588285578,48,0,24.793388429752067,5,0.15,5.28,2.6999999999999997
7210,Sunny,10,0,42,30,0.8999999999999999,2172.879999999994,False,False,False,1.0,1.0,1.0,30,0,30.0,5,0.15,3.0,2.1
7211,Cloudy,9,1,37,0,-2.0,2170.879999999994,True,False,False,0.7,1.3934693402873666,0.9754285382011565,0,30,32.4,5,0.15,0.0,2.0
7212,Sunny,6,2,45,45,0.15000000000000036,2171.0299999999943,False,False,False,1.0,1.6321205588285577,1.6321205588285577,64,0,39.6,5,0.15,2.7,2.55
7213,Cloudy,9,2,23,21,0.43999999999999995,2171.4699999999943,False,False,False,0.4,1.6321205588285577,0.6528482235314231,21,60,32.4,5,0.15,1.89,1.45
7214,Sunny,6,1,50,0,-2.65,2168.8199999999943,False,True,False,0.1,1.3934693402873666,0.13934693402873666,0,0,39.6,5,0.15,0.0,2.65
7215,Sunny,10,2,53,48,1.85,2170.669999999994,False,False,False,1.0,1.6321205588285577,1.6321205588285577,48,0,30.0,5,0.15,4.8,2.9499999999999997
7216,Hot,13,2,127,57,0.7600000000000007,2171.4299999999944,False,False,False,2.0,1.6321205588285577,3.2642411176571153,57,0,17.75147928994083,5,0.15,7.41,6.6499999999999995
7217,Hot,8,0,144,69,-1.6800000000000006,2169.7499999999945,False,False,False,2.0,1.0,2.0,69,0,34.8,5,0.15,5.52,7.2
7218,Sunny,11,4,48,0,-3.0,2166.7499999999945,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,24.793388429752067,5,0.15,0.0,3.0
7219,Sunny,6,1,53,53,0.38000000000000034,2167.1299999999947,False,False,False,1.0,1.3934693402873666,1.3934693402873666,55,0,39.6,5,0.15,3.18,2.8
7220,Sunny,9,3,45,45,1.3499999999999996,2168.4799999999946,False,False,False,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,4.05,2.7
7221,Sunny,9,0,42,0,-2.1,2166.3799999999947,False,True,False,0.1,1.0,0.1,0,0,32.4,5,0.15,0.0,2.1
7222,Cloudy,9,2,50,26,-0.45999999999999996,2165.9199999999946,False,False,False,0.5,1.6321205588285577,0.8160602794142788,26,50,32.4,5,0.15,2.34,2.8
7223,Sunny,6,3,56,0,-3.25,2162.6699999999946,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,39.6,5,0.15,0.0,3.25
7224,Sunny,11,1,44,34,1.3900000000000001,2164.0599999999945,False,False,True,1.0,1.3934693402873666,1.3934693402873666,34,0,24.793388429752067,5,0.15,3.74,2.35
7225,Sunny,6,3,45,0,-2.7,2161.3599999999947,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,39.6,5,0.15,0.0,2.7
7226,Cloudy,6,3,40,28,-0.7700000000000002,2160.5899999999947,False,False,False,0.4,1.77686983985157,0.7107479359406281,28,60,39.6,5,0.15,1.68,2.45
7227,Sunny,10,3,45,45,1.7999999999999998,2162.389999999995,False,False,False,1.0,1.77686983985157,1.77686983985157,53,0,30.0,5,0.15,4.5,2.7
7228,Sunny,7,2,43,43,0.56,2162.949999999995,False,False,False,1.0,1.6321205588285577,1.6321205588285577,60,0,37.2,5,0.15,3.01,2.4499999999999997
7229,Sunny,6,3,48,0,-2.8499999999999996,2160.099999999995,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,39.6,5,0.15,0.0,2.8499999999999996
7230,Sunny,10,5,45,45,1.5,2161.599999999995,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,4.5,3.0
7231,Sunny,6,3,49,49,0.03999999999999959,2161.639999999995,False,False,True,1.0,1.77686983985157,1.77686983985157,70,0,39.6,5,0.15,2.94,2.9000000000000004
7232,Sunny,9,3,40,40,1.15,2162.789999999995,False,False,False,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,3.6,2.45
7233,Hot,6,6,81,81,-0.08999999999999897,2162.699999999995,False,False,False,2.0,1.950212931632136,3.900425863264272,154,0,39.6,5,0.15,4.86,4.949999999999999
7234,Cloudy,8,1,37,24,-0.08000000000000007,2162.619999999995,False,False,False,0.5,1.3934693402873666,0.6967346701436833,24,50,34.8,5,0.15,1.92,2.0
7235,Sunny,11,1,54,34,0.8900000000000001,2163.5099999999948,False,False,False,1.0,1.3934693402873666,1.3934693402873666,34,0,24.793388429752067,5,0.15,3.74,2.85
7236,Cloudy,8,3,75,24,-2.2800000000000002,2161.2299999999946,False,False,False,0.4,1.77686983985157,0.7107479359406281,24,60,34.8,5,0.15,1.92,4.2
7237,Sunny,9,3,53,53,1.67,2162.8999999999946,False,False,True,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,4.77,3.0999999999999996
7238,Sunny,6,2,57,57,0.27,2163.1699999999946,False,False,False,1.0,1.6321205588285577,1.6321205588285577,64,0,39.6,5,0.15,3.42,3.15
7239,Hot,8,3,74,74,1.7699999999999996,2164.9399999999946,False,False,False,2.0,1.77686983985157,3.55373967970314,123,0,34.8,5,0.15,5.92,4.15
7240,Cloudy,6,2,46,0,-2.5999999999999996,2162.3399999999947,True,False,False,0.7,1.6321205588285577,1.1424843911799902,0,30,39.6,5,0.15,0.0,2.5999999999999996
7241,Sunny,8,5,50,50,0.75,2163.0899999999947,False,False,True,1.0,1.9179150013761013,1.9179150013761013,66,0,34.8,5,0.15,4.0,3.25
7242,Sunny,7,5,56,56,0.3700000000000001,2163.4599999999946,False,False,False,1.0,1.9179150013761013,1.9179150013761013,71,0,37.2,5,0.15,3.92,3.55
7243,Sunny,10,1,50,41,1.4499999999999997,2164.9099999999944,False,False,False,1.0,1.3934693402873666,1.3934693402873666,41,0,30.0,5,0.15,4.1,2.65
7244,Hot,14,0,114,30,-1.5,2163.4099999999944,False,False,False,2.0,1.0,2.0,30,0,15.306122448979592,5,0.15,4.2,5.7
7245,Sunny,10,0,46,0,-2.3,2161.109999999994,False,True,False,0.1,1.0,0.1,0,0,30.0,5,0.15,0.0,2.3
7246,Hot,7,5,67,67,0.5900000000000007,2161.6999999999944,False,False,False,2.0,1.9179150013761013,3.8358300027522025,142,0,37.2,5,0.15,4.69,4.1
7247,Sunny,11,3,46,44,2.09,2163.7899999999945,False,False,False,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.84,2.75
7248,Sunny,10,3,50,0,-2.95,2160.8399999999947,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,30.0,5,0.15,0.0,2.95
7249,Cloudy,6,3,71,0,-4.0,2156.8399999999947,True,False,False,0.5,1.77686983985157,0.888434919925785,0,50,39.6,5,0.15,0.0,4.0
7250,Sunny,6,1,43,43,0.28000000000000025,2157.119999999995,False,False,False,1.0,1.3934693402873666,1.3934693402873666,55,0,39.6,5,0.15,2.58,2.3
7251,Sunny,7,5,43,43,0.10999999999999988,2157.229999999995,False,False,False,1.0,1.9179150013761013,1.9179150013761013,71,0,37.2,5,0.15,3.01,2.9
7252,Hot,11,6,92,92,4.619999999999999,2161.849999999995,False,False,False,2.0,1.950212931632136,3.900425863264272,96,0,24.793388429752067,5,0.15,10.12,5.5
7253,Sunny,10,4,40,0,-2.6,2159.249999999995,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,30.0,5,0.15,0.0,2.6
7254,Sunny,8,4,48,48,0.8399999999999999,2160.089999999995,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,3.84,3.0
7255,Sunny,7,1,53,51,0.77,2160.859999999995,False,False,False,1.0,1.3934693402873666,1.3934693402873666,51,0,37.2,5,0.15,3.57,2.8
7256,Sunny,6,4,41,0,-2.65,2158.209999999995,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,39.6,5,0.15,0.0,2.65
7257,Sunny,10,4,52,52,2.0,2160.209999999995,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,5.2,3.2
7258,Sunny,11,3,57,0,-3.3,2156.909999999995,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,24.793388429752067,5,0.15,0.0,3.3
7259,Sunny,8,5,56,56,0.9300000000000006,2157.8399999999947,False,False,False,1.0,1.9179150013761013,1.9179150013761013,66,0,34.8,5,0.15,4.48,3.55
7260,Hot,13,5,104,68,2.8899999999999997,2160.7299999999946,False,False,False,2.0,1.9179150013761013,3.8358300027522025,68,0,17.75147928994083,5,0.15,8.84,5.95
7261,Sunny,8,1,58,0,-3.05,2157.6799999999944,False,True,False,0.1,1.3934693402873666,0.13934693402873666,0,0,34.8,5,0.15,0.0,3.05
7262,Hot,7,1,124,103,0.8599999999999994,2158.5399999999945,False,False,False,2.0,1.3934693402873666,2.786938680574733,103,0,37.2,5,0.15,7.21,6.3500000000000005
7263,Sunny,11,3,51,44,1.8399999999999999,2160.3799999999947,False,False,False,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.84,3.0
7264,Sunny,7,3,46,46,0.4700000000000002,2160.8499999999945,False,False,False,1.0,1.77686983985157,1.77686983985157,66,0,37.2,5,0.15,3.22,2.75
7265,Cloudy,7,1,28,25,0.20000000000000018,2161.0499999999943,False,False,False,0.5,1.3934693402873666,0.6967346701436833,25,50,37.2,5,0.15,1.75,1.5499999999999998
7266,Sunny,10,0,54,30,0.2999999999999998,2161.3499999999945,False,False,False,1.0,1.0,1.0,30,0,30.0,5,0.15,3.0,2.7
7267,Sunny,6,0,49,39,-0.11000000000000032,2161.2399999999943,False,False,False,1.0,1.0,1.0,39,0,39.6,5,0.15,2.34,2.45
7268,Hot,8,1,153,96,-0.120000000000001,2161.1199999999944,False,False,False,2.0,1.3934693402873666,2.786938680574733,96,0,34.8,5,0.15,7.68,7.800000000000001
7269,Cloudy,7,0,38,26,-0.07999999999999985,2161.0399999999945,False,False,False,0.7,1.0,0.7,26,30,37.2,5,0.15,1.82,1.9
7270,Cloudy,9,2,72,21,-2.01,2159.0299999999943,False,False,False,0.4,1.6321205588285577,0.6528482235314231,21,60,32.4,5,0.15,1.89,3.9
7271,Cloudy,8,2,26,17,-0.24,2158.7899999999945,False,False,False,0.30000000000000004,1.6321205588285577,0.4896361676485674,17,70,34.8,5,0.15,1.36,1.6
7272,Hot,7,5,132,132,1.8900000000000006,2160.6799999999944,False,False,False,2.0,1.9179150013761013,3.8358300027522025,142,0,37.2,5,0.15,9.24,7.35
7273,Sunny,7,4,57,57,0.54,2161.2199999999943,False,False,False,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,3.99,3.45
7274,Sunny,9,4,49,49,1.3599999999999999,2162.5799999999945,False,False,False,1.0,1.8646647167633872,1.8646647167633872,60,0,32.4,5,0.15,4.41,3.0500000000000003
7275,Sunny,10,4,57,55,2.05,2164.6299999999947,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,5.5,3.45
7276,Hot,11,6,150,96,2.16,2166.7899999999945,False,False,False,2.0,1.950212931632136,3.900425863264272,96,0,24.793388429752067,5,0.15,10.56,8.4
7277,Cloudy,6,1,17,0,-1.0,2165.7899999999945,True,False,False,0.7,1.3934693402873666,0.9754285382011565,0,30,39.6,5,0.15,0.0,1.0
7278,Cloudy,9,1,38,18,-0.4299999999999997,2165.3599999999947,False,False,False,0.4,1.3934693402873666,0.5573877361149466,18,60,32.4,5,0.15,1.62,2.05
7279,Cloudy,8,2,66,22,-1.8399999999999996,2163.5199999999945,False,False,False,0.4,1.6321205588285577,0.6528482235314231,22,60,34.8,5,0.15,1.76,3.5999999999999996
7280,Hot,6,7,134,134,0.28999999999999915,2163.8099999999945,False,False,False,2.0,1.9698026165776814,3.939605233155363,156,0,39.6,5,0.15,8.04,7.75
7281,Hot,10,3,105,105,4.8,2168.6099999999947,False,False,False,2.0,1.77686983985157,3.55373967970314,106,0,30.0,5,0.15,10.5,5.7
7282,Hot,11,7,102,97,4.5200000000000005,2173.1299999999947,False,False,False,2.0,1.9698026165776814,3.939605233155363,97,0,24.793388429752067,5,0.15,10.67,6.1499999999999995
7283,Cloudy,6,2,29,29,-0.010000000000000009,2173.1199999999944,False,False,False,0.5,1.6321205588285577,0.8160602794142788,32,50,39.6,5,0.15,1.74,1.75
7284,Sunny,7,4,57,57,0.54,2173.6599999999944,False,True,True,0.1,1.8646647167633872,0.18646647167633873,57,0,37.2,5,0.15,3.99,3.45
7285,Sunny,6,2,41,41,0.11000000000000032,2173.7699999999945,False,False,False,1.0,1.6321205588285577,1.6321205588285577,64,0,39.6,5,0.15,2.46,2.3499999999999996
7286,Sunny,10,5,44,0,-2.95,2170.8199999999947,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,30.0,5,0.15,0.0,2.95
7287,Sunny,11,1,54,34,0.8900000000000001,2171.7099999999946,False,False,False,1.0,1.3934693402873666,1.3934693402873666,34,0,24.793388429752067,5,0.15,3.74,2.85
7288,Sunny,7,1,44,44,0.73,2172.4399999999946,False,False,False,1.0,1.3934693402873666,1.3934693402873666,51,0,37.2,5,0.15,3.08,2.35
7289,Hot,9,5,106,106,3.4899999999999993,2175.9299999999944,False,False,False,2.0,1.9179150013761013,3.8358300027522025,124,0,32.4,5,0.15,9.54,6.05
